title,authors_abbrev,year,venue,abstract,doi_link,filter1,filter2,filter3,filter4,filter5,info1,info2,info3
An ecological paradigm of interdisciplinary learning: Implications for design,Muukkonen & Kajamaa,2024,Journal of the Learning Sciences,"In this commentary, I offer my insights from the Special Issue—Beyond disciplinary engagement: researching the ecologies of interdisciplinary learning—which, in my view, reframes interdisciplinarity. In contrast to the cognitivist paradigm—where research is largely concerned with learning processes that lead to an individual’s cognitive interdisciplinary learning outcome—in the ecological paradigm research is primarily concerned with the interdisciplinary learning processes that occur within groups. To address a concern regarding the usefulness of design principles in this framing, I use an approach for extending the applicability of design principles by augmenting them with designers’ dilemmas and solutions in various contexts. Three main dilemmas are discussed: (1) How to ensure students have access to disciplinary knowledge and epistemic resources, as they embark on the interdisciplinary work? (2) How to support the fine-grained socio-material-cultural processes involved in interdisciplinary learning between diverse learners, levels and/or disciplinary expertise? (3) How to build on, but also push the boundaries of existing infrastructures to develop new routines, social networks, physical and digital infrastructures to accommodate interdisciplinary learning from K-12 through higher education? A synthesis of the studies’ array of solutions is proposed as a preliminary roadmap for the design of ecologically-oriented interdisciplinary learning environments.",https://www.tandfonline.com/doi/full/10.1080/10508406.2024.2354152,[framework] Activity Theory;[framework] Knowledge Practice Perspective;[framework] Sociocultural Theory;,[pedagogy] Collaborative Learning;,[method] Diary Study;[method] Interaction Analysis;[method] Video Analysis;,[setting] higher education;,collaboration;,,,
Toward epistemic justice in socio-scientific decision-making: How youth make sense of lively COVID-19 and vaccines data,Shtechman et al.,2024,Journal of the Learning Sciences,"Background: Studies of socio-scientific decision-making in times of crisis are in their infancy. This study investigates how minoritized youth engage and make sense of newly developed COVID-19 vaccines and their intersections with the evolving multi-pandemic. Guided by theories of lively data, data sense and epistemic injustice, we center the experience of four Palestinian Arab minority youth in Israel context throughout the ongoing pandemic.MethodsOur analysis of long-form interviews and experience sampling was based on critical grounded theory. We also used counter-narrative to bring witness, capture youth first-hand experience, and recenter marginal knowledge.FindingsOur findings show how youth come to understand the multidimensional nature of the crisis through their first-hand sensory experiences with COVID-19 data. They used their agentic positions with data to make their lively data matter. Their sense- and decision-making shifted as the pandemic and reflected how they understood it as a health hazard, vaccine efficacy, the political, scientific narratives and policies regarding the vaccine. The pandemic proposed solutions resonant with the science they understood and in negotiation with broader context of local, national, and global pandemic data.ContributionThe study offers implications for learning with lively data toward epistemic justice in data science and socio-scientific decision-making.",https://www.tandfonline.com/doi/full/10.1080/10508406.2024.2381205,[framework] Epistemic Cognition;,,,[population] elementary education;[setting] science classrooms;[subject] biology;,epistemic agency;explanation;,,,
Curiosity to Question: Tracing productive engagement in an interdisciplinary course-based research experience,Novis-Deutsch et al.,2024,Journal of the Learning Sciences,"Background: Course-based research experiences (CBREs) are highly valued for science learning and research. Most are discipline-centered, but there is a great deal of interest in developing them to promote interdisciplinarity. Yet, we have much to learn about how CBREs work, and even more to learn about how disciplinary diversity operates as an element of design to promote learning and research.MethodThis mixed methods case study triangulates data on student experience, research networks, research artifacts and fieldnotes from participant observation to understand how disciplinary diversity factors into productive engagement for learning and research in an interdisciplinary course-based research experience (I-CBRE).FindingsA common boundary object (scientific paper) mediated developmental interactions among individuals both within and beyond the course. The boundary object also facilitated the productive engagement of students as instrumental actors in broader interdisciplinary research networks.ContributionThis study shows how an “object tracing” approach can be used to examine productivity in disciplinarily diverse scientific contexts, and reveals some of the distinctly syncretic moves that participants deploy to make progress as learners and researchers. Extending work by Engel and Conant, the study emphasizes the importance of designing for “productive syncretic engagement” in research experiences characterized disciplinary diversity.",https://www.tandfonline.com/doi/full/10.1080/10508406.2024.2347597,[framework] Knowledge Building (KB);,,[method] Discourse Analysis;,[population] middle school;[subject] humanities education;,competence;identity;motivation;,,,
Tools and materials as non-neutral actors in STEAM education,Schwarz et al.,2024,Journal of the Learning Sciences,"Background: This study builds on posthumanist and new materialist orientations to examine the role of material properties and the gendered identity texts of educational tools as active agents in STEM learning.MethodsOver 200 youth, ages 5–15, were randomly assigned to 90-minute introductions to one of five commercial circuitry toolkits. Youth took a pre- and post-assessment; we analyzed results using quantitative tests of significance. We used an established sorting task to gather youth perspectives of the tools as identity texts through design markers of gendered identities within the toolkits. We examined the relationship between learning outcomes and the gendered design components of the toolkits.FindingsToolkits that privilege feminine or artistic elements significantly impacted learning more than traditional toolkits used in schools, which showed little to no significant learning gains. We relate this to the inextricability of materiality and the gendered identities of these tools and materials.ContributionThis study shows how arts-based or feminine-coded tools can be more effective for teaching and learning, serving as a counter to common resistance to adopting such tools and materials for STEM learning. We outline design implications for toolkits and educational experiences to disrupt stagnant social, cultural, and historical norms in STEM education.",https://www.tandfonline.com/doi/full/10.1080/10508406.2024.2380694,[framework] Argumentation Theory;,,[method] Discourse Analysis;[method] Narrative Inquiry;,[population] middle school;[subject] mathematics;[subject] philosophy education;[subject] science;,knowledge;,,,
Reframing design in education: Proposing a framework to support pre-service teachers in adopting designerly stances,Potvin et al.,2024,Journal of the Learning Sciences,,https://www.tandfonline.com/doi/full/10.1080/10508406.2024.2397762,,[pedagogy] Equity-Centered Design;[pedagogy] Participatory Design (PD);,[method] Co-Design / Co-Creation Research;[method] Participatory Design Research;[method] Collaborative Design Research;[method] Equity-Centered Design Research;[method] Thematic Analysis;,,affect;efficacy;emergent reasoning;reflexivity;,,,
Knowledge objects and knowledge practices in interdisciplinary learning: Example of an organization simulation in higher education,Arthars et al.,2024,Journal of the Learning Sciences,"Background: Higher education is expected to prepare students with interdisciplinary learning (IDL), which is important for their educational and working life opportunities. The cocreation of knowledge in interdisciplinary teams offers multiple opportunities for the emergence of collective knowledge objects (KOs) and knowledge practices (KPs).MethodsDuring iterations of an organization simulation course, interdisciplinary student teams created an offer of human resource services for a client. To analyze the students’ IDL (84 students in 12 teams), we conducted an interaction analysis, drawing on sociocultural and knowledge practice perspectives on technology-mediated learning. First, video-recordings of two teams’ meetings were analyzed to trace the tensions, negotiations, and cocreation of KOs. Second, students’ reflective diaries were analyzed to identify collective KPs.FindingsThe negotiation and cocreation of KOs were mediated by multiple material resources and participants’ disciplinary knowledge. In their diaries, students described the following collective KPs: 1) attending to interdisciplinary problems, 2) responsibility taking, 3) framing expertise and contribution, 4) crossing interdisciplinary boundaries, 5) exploring and concretizing new knowledge, and 6) reflecting and expanding upon practices and knowledge.ContributionsThe study widens our understanding of the intertwined dynamics of KOs and KPs through which students collectively create and engage in interdisciplinary learning.",https://www.tandfonline.com/doi/full/10.1080/10508406.2024.2344794,[framework] Distributed Cognition;[framework] Epistemic Agency;[framework] Epistemic Games;,[pedagogy] Collaborative Learning;,[method] Design-Based Research (DBR);[method] Interaction Analysis;,[setting] higher education;[subject] engineering;,collaboration;disruption;agency;epistemic agency;,,,
Mechanistic reasoning in biology among elementary school children: Epistemic criteria for evaluation and construction,Tofel-Grehl et al.,2024,Journal of the Learning Sciences,"Background: In science, mechanistic explanations play a crucial role in elucidating phenomena, highlighting the significance of mechanistic reasoning in science education. Studies in this field offer conflicting views on children’s mechanistic reasoning, with some suggesting that children tend to use other non-mechanistic types of reasoning.MethodsWe used a mixed methods exploratory research design to investigate the evaluation and construction of explanations by children in grades 2–6. Children were asked to construct explanations for a biological phenomenon and to evaluate mechanistic and non-mechanistic explanations for three other biological phenomena.FindingsChildren who participated in this study could construct mechanistic explanations, even 2nd graders. Moreover, they accepted more mechanistic explanations than non-mechanistic ones and preferred them over others. Two epistemic criteria seem to contribute to this evaluation process: “explanatory power” assists the children in differentiating between mechanistic and non-mechanistic explanations, and “information accuracy” leads them to reject explanations that contradict their prior knowledge. We found that the accuracy criterion is grounded in knowledge of biology and thinking tools such as thinking across levels.ContributionOur results highlight the epistemic perspective that elementary school children adopt when evaluating mechanistic and non-mechanistic explanations of biological phenomena and their emerging potential for mechanistic reasoning.",https://www.tandfonline.com/doi/full/10.1080/10508406.2024.2432682,[framework] Queer Theory;,[pedagogy] Social Design Experiment (SDE);,[method] Queer Methodology;[method] Social Design Experiment (SDE);,[population] LGBTQ+ youth;[setting] informal learning;[setting] maker spaces;[subject] STEM;,belonging;identity;imagination;,,,
Interdisciplinary learning in the humanities: Knowledge building and identity work,Lyndgaard & Kanfer,2024,Journal of the Learning Sciences,"Background: This paper explores K-12 interdisciplinary learning in the humanities (IL-Humanities), an area that, until now, has seen limited research focus compared to its STEM counterparts. We asked: (1) What are the outcomes of IL-Humanities in terms of interdisciplinary competences? (2) How do learners in these environments engage in cross-disciplinary knowledge building and transdisciplinary identity work?MethodsWe assessed the efficacy of IL-Humanities across ten Israeli middle schools through a pre-post intervention/comparison design, utilizing the novel Interdisciplinary Competences Assessment (ICA). Qualitative insights into the learning processes within classrooms were derived using discourse analysis methods.FindingsStudents’ interdisciplinary competences were found to increase following the IL-Humanities interventions. Qualitative analyses offered “thick descriptions” of the process: Students leveraged cross-disciplinary transfer of knowledge to deepen their understanding of complex phenomena and used personal narratives to engage in identity work.ContributionThis study enhances interdisciplinary education research by: (1) providing and operationalizing a model of interdisciplinary competences as an assessment tool; (2) demonstrating the effectiveness of IL-Humanities environments in developing these competences; and (3) advancing our understanding of learners’ engagement with cross-disciplinary knowledge building and transdisciplinary identity work.",https://www.tandfonline.com/doi/full/10.1080/10508406.2024.2346915,[framework] Cyborg Theory;[framework] Design Justice Framework;[framework] Design-Based Research (DBR);[framework] Posthumanism;,[pedagogy] Design-Based Research (DBR);[pedagogy] Speculative Pedagogy;,[method] Design Justice Framework;[method] Design-Based Research (DBR);[method] Ethnography;[method] Feminist Methodology;[method] Posthumanism;[method] Speculative Design Research;,,,,,
Opportunities and hindrances for promoting interdisciplinary learning in schools,Markauskaite et al.,2024,Journal of the Learning Sciences,"Background: Influential philosophers have suggested that interdisciplinarity is crucial for ecosystem management and scientific practice, and for education to democracy. However, a historical review of the rise of disciplines points at their compartmentalization in schools. An analysis of core construct categories of three disciplines, shows that this compartmentalization may decrease when dialogic argumentation is enacted. This background led us to launch an interdisciplinary program in schools. In previous publications, we identified multiple constraints in its implementation and listed design principles for affording interdisciplinary dialogic argumentation.MethodWe adopt a narrative approach to analyze classroom talk, and ask whether and how interdisciplinary processes emerge in this talk.FindingsStudents maintain dialogic argumentation around Interdisciplinary Social Dilemmas, but guidance is necessary for integrating knowledge from different disciplines. When the teacher is attentive to student’s unarticulated references to disciplinary ideas, she may subtly guide the emergence of interdisciplinary dialogic argumentation. Often, the teacher misses those opportunities and declaims the integration of knowledge in a non-dialogic talk.ContributionDialogic Education is crucial for the success of interdisciplinary programs in schools, but the actual emergence of interdisciplinary processes depends on the handling of organizational and institutional constraints, on huge design efforts, and on subtle guidance.",https://www.tandfonline.com/doi/full/10.1080/10508406.2024.2344809,[framework] Ecological Perspective;[framework] Learning Ecologies;,,[method] Ecological Perspective;,[setting] higher education;[setting] K–12 education;[setting] learning ecologies;,,,,
Humanizing Co-design through attention to educators’ affective and relational experiences,Ben-Dor & Heyd-Metzuyanim,2024,Journal of the Learning Sciences,"Background: Co-design can be challenging and rewarding as educators explore new roles and ideas. Accounts of co-design rarely examine educators’ affective and relational experiences, nor investigate scaffolds for creating humanizing environments. We asked: How did affect and relationship show up in co-design for educators?, How did the affirmation of affect and relationship in the co-design process support the movement of ideas and practices across scales of practice?, How did the movement of ideas and practices facilitate the expansion of the object (to design a compassion course)?MethodsWe analyzed meeting transcripts, field notes, artifacts, interviews, and reflections from a co-design project where educators and researchers developed a course sequence on compassion and dignity in schools.FindingsEducators discussed affective experiences, including those connected to challenging interactions. Discussing obstacles to compassion contributed to strengthening the co-design community and educators’ positive experience of co-design. Attention to affective experiences supported educators to connect compassion to their lives, invited learning across scales of practice, and expanded their vision for shared work.ContributionAttention to affective and relational aspects of co-design strengthens engagement in the co-design process, inviting more equitable participation and creating humanizing design environments, and thus should be a central component of participatory work.",https://www.tandfonline.com/doi/full/10.1080/10508406.2024.2318557,,,,,,,,
Constructing shared understanding of complex interdisciplinary problems: Epistemic games in interdisciplinary teamwork,Chang et al.,2024,Journal of the Learning Sciences,,https://www.tandfonline.com/doi/full/10.1080/10508406.2024.2341390,,,,,,,,
“I can be the weird STEM kid who is also gay”: Queer rightful presence in STEM making,Chen et al.,2024,Journal of the Learning Sciences,"Background: STEM participation is often associated with the disenfranchisement of historically marginalized individuals. Disrupting these standing injustices to establish rightful presence with equitable opportunity, access, and cultural standing to shape and pursue STEM endeavors in ways that are inclusive of individuals’ identities is a critical objective. However, research to understand and facilitate STEM experiences of queer youth what are also navigating their own relationships with gender- and heteronormativity is limited. Making—employing STEM to design artifacts in an informal learning environment—can disrupt conventional approaches to STEM activity in ways that support inclusive STEM engagement through crafting and personalized design.MethodThis social design experiment examines the ways in which the design of maker activities and spaces can support queer rightful presence within STEM spaces.FindingsWe found that maker communities can frame and collectively engage issues of identity formulation that are both dynamic and fluid in nature as part of bolstering STEM affinity. As participants’ multifaceted identities unfolded through making projects that deliberately invited identity into design, they established rightful presence for intertwined queer and STEM identities.",https://www.tandfonline.com/doi/full/10.1080/10508406.2024.2409101,,,,,,,,
"Interpersonal, intrapersonal, and cognitive tactics: A thematic analysis of adults’ 21 <sup>st</sup> century learning management",Chen,2024,Journal of the Learning Sciences,"Background: “21st century learning” is reliant on not only cognitive competencies such as problem-solving, but also interpersonal (e.g., collaboration) and intrapersonal (e.g., self-regulation) competencies. Building on research in K-12/undergraduate contexts, we investigated cognitive, interpersonal, and intrapersonal learning tactics in a sample of working adults.MethodWe conducted 75 interviews with adults in an online Master’s in Computer Science (CS) program. We used thematic analysis to organize participants’ learning tactics into five key strategies and interpreted strategy/tactic use in the context of a well-known 21st century learning framework.FindingsInterpersonal tactics were perceived as critical across domains, while the relative salience of intrapersonal and cognitive tactics differed depending on the nature of the task. This highlights: (1) critical differences between effective strategies for managing learning itself versus non-learning demands and (2) the value of “making space” for learning alongside other domains of adult life (e.g., work/family).ContributionsWe differentiate between tactics employed to master course content (e.g., via educational technology) and those facilitating the development of a supportive learning environment (e.g., via regulation of resources across domains and over time), show utility of the 21st century learning framework for working adults in CS, and discuss issues of identity and learning management.",https://www.tandfonline.com/doi/full/10.1080/10508406.2024.2303777,,,,,,,,
Beyond disciplinary engagement: Researching the ecologies of interdisciplinary learning,Deekens et al.,2024,Journal of the Learning Sciences,"The importance of engaging students with complex societal challenges has led to the adoption of various interdisciplinary teaching and learning practices in both K-12 and higher education. However, interdisciplinary learning is one of the most complex domains of contemporary educational practice, and, despite its significance, remains significantly undertheorized and under-researched. This Special Issue highlights empirical research efforts toward understanding interdisciplinary learning in its complexity. It simultaneously aims to 1) advance ecological perspectives that encompass concepts and methodologies for studying complex heterogeneous learning practices and 2) apply these perspectives to the research of interdisciplinary learning—of how people learn across and beyond disciplines. This introduction provides a historical context for interdisciplinary learning, introduces an ecological stance toward researching learning across and beyond disciplines, and reviews critical theoretical and methodological challenges within interdisciplinary learning, arguing that the field of the learning sciences is well-positioned to address these challenges. It discusses how the contributions presented in this special issue shed light on theoretical, methodological, empirical, and design aspects of interdisciplinary learning and offer a basis for further design work and research.",https://www.tandfonline.com/doi/full/10.1080/10508406.2024.2354151,,,,,,,,
Unifying dialogic learning and mathematics learning: A discursive lens for the study of dialogic mathematics peer learning,Gautama et al.,2024,Journal of the Learning Sciences,,https://www.tandfonline.com/doi/full/10.1080/10508406.2024.2432677,,,,,,,,
How students develop collaborative drawing to represent the transmission of sound: An analysis of explanatory scientific drawings with discourse maps,Jadallah et al.,2024,Journal of the Learning Sciences,,https://www.tandfonline.com/doi/full/10.1080/10508406.2024.2310237,,,,,,,,
The role of individual preparation before collaboration: An exploratory study on students’ computer-supported collaborative argumentation in a primary classroom,Kaur & Dasgupta,2024,Journal of the Learning Sciences,,https://www.tandfonline.com/doi/full/10.1080/10508406.2024.2397761,,,,,,,,
A framework for infrastructuring sustainable innovations in education,Santiago & Dozono,2024,Journal of the Learning Sciences,,https://www.tandfonline.com/doi/full/10.1080/10508406.2024.2320159,,,,,,,,
Experts’ adaptation of apt epistemic performance: The role of practical knowledge,Scott & Louie,2024,Journal of the Learning Sciences,,https://www.tandfonline.com/doi/full/10.1080/10508406.2024.2338937,,,,,,,,
"Temporal analysis of land use and land cover changes in himalayan pindar basin, garhwal himalaya, uttarakhand",Reynolds & McGrew,2024,Journal of the Learning Sciences,,https://www.researchgate.net/profile/Shrestha-Basu-3/publication/387663253_Temporal_Analysis_of_Land_use_and_Land_Cover_Changes_in_Himalayan_Pindar_Basin_Garhwal_Himalaya_Uttarakhand/links/67769d7ffb9aff6eaa011681/Temporal-Analysis-of-Land-use-and-Land-Cover-Changes-in-Himalayan-Pindar-Basin-Garhwal-Himalaya-Uttarakhand.pdf,,,[method] Discourse Analysis;[method] Credibility Assessment;[method] Interaction Analysis;[method] Coding and Categorization;,[technology] digital literacy tools;[technology] robotics;,,,,
“Seeing power” between young people and conservation professionals in the design of a community-based watershed monitoring initiative,,2024,Journal of the Learning Sciences,"Background: Community-based monitoring provides a forum for diverse stakeholders to co-construct knowledge relevant to building social-ecological resilience. However, power asymmetries between these actors can privilege the perspectives of dominant groups, while preventing non-dominant perspectives from informing conservation science.MethodsThis study investigates a workshop series intended to support young people in designing a watershed monitoring initiative rooted in their own interests with respect to a large dam removal in their community. We use interaction analysis to examine whose ideas are taken up in discussions among young people, educators, conservation professionals, and education researchers.FindingsPower dynamics that privilege the contributions of credentialed professionals over those of young people can constrain collective learning processes while simultaneously generating tensions that allow for expansive learning to occur. Facilitation practices and other pedagogical moves play an important role in either further entrenching or disrupting hierarchies between youth and community partners.ContributionOur analysis reveals how careful attention to interactional dynamics—both as a research method and as a pedagogical practice—can make visible and disrupt epistemic hierarchies in multi-stakeholder learning environments. Problematizing these hierarchies can help broaden the perspectives from which knowledge is generated, a necessary endeavor in building resilient social-ecological systems.",https://www.tandfonline.com/doi/full/10.1080/10508406.2024.2310240,[framework] Critical Race Theory;[framework] Design Justice Framework;,[pedagogy] Equity-Oriented Learning Sciences (EOLS);,[method] Critical Race Methodology;[method] Design Justice Framework;,,epistemology;equity;justice;reflection;,,,
Investigating the interplay of epistemological and positional framing during collaborative uncertainty management,Adah Miller & Li,2024,Journal of the Learning Sciences,"Background: Dealing with uncertainties is inherent in the engineering design process and often poses challenges for young learners. This necessitates providing learners with adequate support to navigate their uncertainties effectively. However, achieving this requires a deeper understanding of the factors influencing learners’ uncertainty management processes.MethodIn this paper, we analyze learners’ framing of uncertain situations in collaborative engineering design tasks. Using the case study method, we explore two framing dimensions—epistemological and positional—to understand their impact on collaborative uncertainty management processes. Specifically, we examine how learners’ framing dynamically shifts during uncertainty management activities by analyzing two contrasting cases from a sixth-grade classroom where groups tackled an engineering design problem, employing interaction analysis.FindingsLearners’ epistemological and positional framings are intertwined, collectively influencing their own and their team members’ uncertainty management actions. Additionally, contextual factors such as mentor intervention, early success, affect induced by prolonged failure, and time constraints can prompt shifts in learners’ framing, both in productive and unproductive manners.ContributionThe paper provides nuanced insights into how learners’ evolving epistemological orientations and positioning influence uncertainty management, offering practical insights into supporting learners’ uncertainty management processes in problem-solving contexts such as engineering design.",https://www.tandfonline.com/doi/full/10.1080/10508406.2024.2312163,,[pedagogy] Problem-Based Learning (PBL);[pedagogy] Project-Based Learning (PjBL);,[method] Case Study Research;[method] Interview Methods;,[subject] STEM;,authenticity;,,,
Disciplinary skills are not enough: Resituating historical thinking within students’ racialized and linguistic experiences,Jurow et al.,2024,Journal of the Learning Sciences,"Background: Drawing from research with 11th-grade history students, the authors illustrate how students’ racial/ethnic and language experiences influence their analysis of Mexican American discrimination. Latinx students’ experiences with white privilege helped them understand why 1940s Mexican Americans claimed whiteness to access better schools. However, students’ experiences with instruction for Emergent Bilingual (EB) students interfered with seeing language segregation as a proxy for racial/ethnic discrimination.MethodsThe first author collected three days of classroom field notes, conducted 15 student interviews, and collected 177 student work samples. The authors used a grounded theory approach to identify how students’ racialized experiences help or hinder their historical analysis.FindingsThe findings suggest that students’ racialized experiences interplay with the disciplinary concepts of contextualization and presentism. Our findings complicate how disciplinary concepts alone do not sufficiently help students analyze how systemic racism manifests differently across historical moments.ContributionThis paper offers implications for how historical thinking skills can make space for students’ racialized and linguistic experiences. Incorporating raciolinguistic analysis in tandem with historical thinking skills can lead to more nuanced conversations in the classroom about race/ethnicity and language in the past and present.",https://www.tandfonline.com/doi/full/10.1080/10508406.2024.2327319,[framework] Design Justice Framework;[framework] Design-Based Research (DBR);,[pedagogy] Design-Based Research (DBR);[pedagogy] Equity-Centered Design;[pedagogy] Relational Pedagogy;,[method] Design Justice Framework;[method] Design-Based Research (DBR);[method] Equity-Centered Design Research;[method] Healing-Centered Methodology;[method] Narrative Inquiry;,,habitus;interest;,,,
Learning and constructions of us and them in teachers’ collaborative groups,Sarfati-Shaulov & Vedder-Weiss,2024,Journal of the Learning Sciences,"Background: Many studies have pointed to the importance of trust and inclusiveness in teachers’ collaborative groups. Here, we investigate how teachers negotiate dividing lines between “us” and “them” in moment-to-moment interaction. We also examine relationships between these negotiations, local arrangements, and teachers’ opportunities to learn.MethodsWe analyzed video recordings of two teacher groups, both oriented toward equitable mathematics instruction. We coordinated microinteractional analyses of four episodes with analyses of local arrangements that shaped interaction.FindingsIn both groups, participants worked to construct a sense of solidarity as “us.” Yet the threat of being positioned outside this “us”—as one of “them”—narrowed opportunities for teachers in both groups to engage in the vulnerable work of grappling with tensions and contradictions together. The salience of this threat was greater in one group than the other, however. We trace this to local arrangements that were differently designed, with different affordances for constructing “us” and “them.”ContributionThe social negotiation of exclusion and belonging in teacher groups is highly consequential for teacher learning. Better supporting teacher learning is not just a matter of remediating individuals’ skills or dispositions; it requires learning environments designed to support engagement with the tensions inherent in teaching..",https://www.tandfonline.com/doi/full/10.1080/10508406.2024.2370003,[framework] Situative Perspective;,,[method] Discourse Analysis;[method] Narrative Inquiry;[method] Coding and Categorization;,[setting] in-school PD teams;,affect;collaboration;efficacy;emergent reasoning;,,,
"“From personal experience, it’s true!”: Students’ digital evaluations on relevant issues",Marshall & Horn,2025,Journal of the Learning Sciences,"Background: As algorithms cater information to individual interests and identities on social media feeds, it is critical to understand how students evaluate personally-relevant online sources and how teachers might support this process.MethodsWe analyzed dialogue in seven high school social studies classrooms during lessons on using lateral reading to investigate online sources on relevant topics. We investigated how students framed online evaluations while learning to read laterally, how students’ frames corresponded with their credibility assessments, and how teachers prompted and responded to students’ frames.FindingsWhile students frequently framed online evaluations as opportunities to check what credible others think through lateral reading, we found that students also frequently framed evaluation tasks as opportunities to gut check if the information made sense by relying on personal resources and weak heuristics. Students’ frames shifted as they had opportunities to practice lateral reading. Finally, we found that teachers rarely challenged students to shift between evaluative frames, regardless of the frames students employed.ContributionDifferent evaluative frames are valuable in the scope of a civic inquiry. However, teachers and students need support to determine how and when each frame is appropriate to employ.",https://www.tandfonline.com/doi/full/10.1080/10508406.2025.2495214,[framework] Situative Perspective;,,[method] Case Study Research;[method] Ethnography;,,agency;,,,
Avoiding equity detours on the way to a more justice-oriented learning sciences,McNeill et al.,2025,Journal of the Learning Sciences,"Background: : The field of the learning sciences is embroiled in debates about if, how, where, and when to engage equity in the learning sciences. This paper intervenes in this conversation by calling for more explicit and direct approaches to centering equity and justice in the field’s practices and research.",https://www.tandfonline.com/doi/full/10.1080/10508406.2025.2468213,[framework] Situative Perspective;,,[method] Case Study Research;[method] Comparative Analysis;[method] Ethnography;[method] Longitudinal Study;[method] Recontextualization Framework;,[setting] classrooms;,adaptability;agency;problem solving;,,,
Manufacturing authenticity as part of written PBL curriculum: Contrived versus spontaneous events,Tueg et al.,2025,Journal of the Learning Sciences,,https://www.tandfonline.com/doi/full/10.1080/10508406.2025.2557896,[framework] Embodied Knowing / Embodiment;[framework] Poststructuralism;,,[method] Ethnography;[method] Multimodal Analysis;[method] Narrative Inquiry;,,affect;,,,
Can we design for healing in the learning sciences?,Shapiro et al.,2025,Journal of the Learning Sciences,"In this article, we plant seeds of what has emerged in our work together, some ideas grounded deeply in ancestral traditions and literature and other emerging ideas that are still taking shape as we continue to grow. We offer examples from our work and others to draw attention to how designs for healing can support social change alongside new forms of unlearning and learning.The article began as a keynote given by Susan (the first author) at the 2024 International Society of the Learning Sciences conference, where the theme of the conference was “Learning as a cornerstone of healing, resilience, and community.” Susan invited Liz and Krista (second and third authors) to write this article for Journal of the Learning Sciences with her to honor that so much of the thinking shared in the keynote had been done collectively (e.g., Cortes, Citation2021; Mendoza, Citation2022; Mendoza et al., Citation2024). When Susan shares her personal story or reflections, we mark this explicitly; otherwise, we are writing as a team of authors and friends.",https://www.tandfonline.com/doi/full/10.1080/10508406.2025.2506346,[framework] Design-Based Research (DBR);,[pedagogy] Design-Based Research (DBR);,[method] Design-Based Research (DBR);[method] Interaction Analysis;[method] Multimodal Analysis;[method] Video Analysis;,[technology] data visualization tools;,,,,
Narrated pedagogical emotions as a resource for teacher professional learning,Ehrenfeld & Stengel,2025,Journal of the Learning Sciences,"Background: To advance understanding of the role of emotions in teacher learning, we draw on situative perspectives and a view of teacher learning as developing the ability to manage classroom complexity. We explore stories teachers tell that narrate pedagogical emotions in professional development (PD) conversations and examine whether and how these emotions are leveraged as collaborative learning resources.MethodWe analyzed in-school PD discourse in 66 teacher team meetings, coding 128 stories that narrated teacher emotions and the responses they elicited from colleagues. We then zoomed in on one focal episode, in which emotions were leveraged for learning, demonstrating how narrated emotions may afford collaborative teacher inquiry.FindingsWe found that, in general, teachers tended to narrate and respond more to negative emotions than to positive ones. However, discussing students, they narrated more positive than negative emotions. Overall, the findings demonstrate the affordances of narrated emotions for teacher learning and the constraints imposed by the discourse emotional rules.ContributionWe suggest that frameworks for teacher learning should emphasize not only teacher pedagogical reasoning and action but also emotions, treating pedagogical emotions as objects for collaborative inquiry. Such frameworks should also consider the emotional rules that shape the PD discourse.",https://www.tandfonline.com/doi/full/10.1080/10508406.2025.2539845,[framework] Adaptive Cycles Framework;[framework] Ecological Perspective;,,[method] Ecological Perspective;[method] Interaction Analysis;[method] Video Analysis;,,reflection;,,,
Teachers as agentic synthesizers:Recontextualizing personally meaningful practices from professional development,Schneider et al.,2025,Journal of the Learning Sciences,"Background: Teacher learning from professional development (PD) remains undertheorized. Most PD studies focus on its content or structure to gauge learning, leaving substantive gaps in our understanding of teacher learning processes and the role of contexts. Therefore, we investigate teachers’ learning as they take practices from PD and adapt them to their own settings.MethodsUsing ethnographic methods and taking a situative perspective, we offer an in-depth comparative case study of two teachers’ PD learning over time and across contexts.FindingsWe find that teachers’ learning was shaped in the process of recontextualizing practices from PD into their classrooms through agentic synthesis of these practices with contextual particulars: namely, salient problems of practice, learning in other contexts, idealized teacher identities, contextually situated goals, challenges of implementation, and other related affordances and constraints. Through this synthesis, they developed what we call personally meaningful practices, which may or may not reflect the intent of the original PD practice.ContributionOur work contributes to theory of how teachers’ learning occurs by illuminating agentic synthesis as a core process resulting from teachers recontextualizing practices from PD. Our findings underscore the roles of teachers’ agency, reasoning, and contexts in learning.",https://www.tandfonline.com/doi/full/10.1080/10508406.2025.2468230,[framework] Communication Theory;,,[method] Eye-Tracking Analysis;,[subject] STEM;[technology] data visualization tools;[technology] multimedia learning;[technology] simulations;,,,,
